Customer_ID,Age,Income,Housing_Status,Has_Current_Account,Current_Account_Balance,Has_Savings,Savings_Balance,Has_Mortgage,Has_Personal_Loan,Personal_Loan_Balance,Has_Credit_Card,Credit_Card_Balance
1,39,35810.4043814021,Mortgage,1,805.0724636759041,1,4568.541119778049,0,0,0.0,1,20.5283790780415
2,29,18642.81042539484,Rent,1,608.5811788015765,1,2883.1800275418523,0,0,0.0,0,0.0
3,78,41969.90920190909,Own,1,2114.523294129381,1,4635.254446130195,0,0,0.0,1,20.059529238368743
4,44,15017.66580332772,Rent,1,621.6910680207345,0,0.0,0,0,0.0,0,0.0
5,58,23712.022103563548,Rent,1,1243.7915908229793,1,2044.9286830361482,0,0,0.0,1,26.422143484978033
6,40,41153.20876026963,Mortgage,1,1297.4615102546427,1,3374.496095521472,0,0,0.0,1,11.10910946363279
7,26,525.5206015037594,Rent,1,145.78503498112354,1,1111.2750706075956,0,0,0.0,0,0.0
8,27,19213.69072970936,Rent,1,741.7023054563555,1,731.3939552801191,0,0,0.0,0,0.0
9,55,58542.05847393487,Mortgage,1,1560.7538663502476,1,4251.5013863544755,0,0,0.0,1,3.424638523822279
10,42,16434.6242647311,Rent,1,1718.0568005430664,1,2383.405540275556,0,0,0.0,0,0.0
11,50,38392.34765054533,Mortgage,1,1030.1771989056097,1,3263.446952111505,0,0,0.0,1,15.578635248571745
12,38,15919.100954635604,Rent,1,216.93051183322655,1,1296.159457900143,0,0,0.0,0,0.0
13,43,8391.08720078449,Rent,0,0.0,1,432.061072680267,0,0,0.0,0,0.0
14,74,106098.82571283879,Own,1,4694.36251447785,1,95349.40532167247,1,1,19997.39360455536,1,9.486140523101374
15,61,50724.2957966398,Mortgage,1,1968.7888710896764,1,8691.859885193056,1,0,0.0,1,5.794077197068806
16,50,18097.05884117845,Rent,1,464.30395525994703,0,0.0,0,0,0.0,0,0.0
17,74,59714.1871790055,Own,1,2274.8778403829674,1,40156.29512056879,0,0,0.0,1,4065.0165018272087
18,75,240718.4510563444,Own,1,5682.2686111890525,1,94646.9203953704,1,1,4687.499722635735,1,6215.350205336799
19,61,73438.4416442683,Mortgage,1,883.1068037220143,1,3710.698730286559,1,0,0.0,1,7.339051180939214
20,81,90186.61181334744,Own,1,3556.300071185542,1,38791.65992448773,0,1,8735.225381251304,1,18.154066314496497
21,36,37920.65666482264,Own,1,838.9776233244537,1,2206.0682588804953,1,0,0.0,1,1.0118640138572748
22,55,26210.287124254945,Mortgage,1,1154.995550376375,1,5387.981004582226,0,0,0.0,1,2602.0275824142313
23,76,97030.64625183471,Own,1,8520.287853084445,1,90771.51175693507,1,1,10261.20119752325,1,4098.875543905944
24,35,3348.7722256940506,Rent,0,0.0,0,0.0,0,0,0.0,0,0.0
25,32,525.5206015037594,Rent,0,0.0,0,0.0,0,0,0.0,0,0.0
26,74,118606.72246743893,Own,1,4530.848943284191,1,84360.5492420753,1,1,4050.904200428709,1,12.717219838011895
27,55,68716.53255108319,Mortgage,1,985.6944904108929,1,9073.87021589841,0,0,0.0,1,7.809519042370877
28,26,35285.24694220832,Rent,1,849.3735556126414,0,0.0,0,0,0.0,0,0.0
29,60,31975.187283783747,Mortgage,1,2993.2291656300727,1,2502.856358204041,0,0,0.0,1,2472.212288319388
30,72,16766.040651872205,Own,1,1220.9833984634201,1,2108.048197363375,0,0,0.0,0,0.0
31,61,63577.46859549164,Mortgage,1,1161.1223543275669,1,8866.894894914785,1,0,0.0,1,0.0
32,91,78294.35863133581,Own,1,5929.375330556307,1,96758.46639356414,1,1,26005.169692925992,1,10.323228485574878
33,50,39740.18233270738,Mortgage,1,1559.5247994541426,1,3401.139281657369,0,0,0.0,1,3373.225568497227
34,56,43480.31418659718,Mortgage,1,897.8483689671282,0,0.0,1,0,0.0,1,2.550672230946936
35,44,92043.7654481523,Mortgage,1,746.75535015353,1,1827.127863975626,0,0,0.0,1,14.446928152076516
36,44,46744.05793184506,Rent,1,1794.5071162659683,1,1691.4524798499924,0,0,0.0,0,0.0
37,62,39674.01814894272,Own,1,1461.9614338567876,1,8739.236396415414,1,0,0.0,1,4143.039035527848
38,29,1661.6286497946967,Rent,0,0.0,0,0.0,0,0,0.0,0,0.0
39,61,30863.506114947348,Mortgage,1,1192.7292101914718,1,4380.1644920697845,0,0,0.0,1,2593.203277039754
40,89,132043.36298618396,Own,1,7552.7563408299175,1,80471.34226046351,1,1,8998.844659595221,1,0.26422558645373956
41,65,58809.81047927177,Mortgage,1,2053.2810013692183,1,9247.73721117366,1,0,0.0,1,0.0
42,26,20446.89836077281,Rent,1,141.6024406144105,0,0.0,0,0,0.0,0,0.0
43,43,47513.163661811224,Mortgage,1,1123.6057018357362,1,2129.289005089331,1,0,0.0,1,10.178990256277777
44,66,38865.12864904429,Mortgage,1,4254.154776108492,1,2508.913011493234,1,0,0.0,1,0.0
45,67,82364.39430425168,Mortgage,1,2222.223589518505,1,9717.00934798866,1,0,0.0,1,23.124667205389343
46,48,35548.498173716114,Mortgage,1,1646.1844807390141,1,5204.463825917615,0,0,0.0,1,5.957579497307309
47,36,525.5206015037594,Rent,0,0.0,0,0.0,0,0,0.0,0,0.0
48,31,11255.073591056047,Rent,0,0.0,0,0.0,0,0,0.0,0,0.0
49,46,37649.303087223896,Mortgage,1,804.8841887122181,0,0.0,0,0,0.0,1,0.0
50,52,35032.020950682505,Own,1,1984.073905679032,1,38580.074914169985,0,0,0.0,1,2401.199294954665
51,44,4443.810695830958,Mortgage,1,1466.061577700135,1,3472.1460241709046,0,0,0.0,1,0.0
52,71,36946.57001325624,Own,1,6543.364959642881,1,37719.81247331169,0,1,13.203450030548002,1,2705.3121034041087
53,60,40020.051073784634,Mortgage,1,1543.1596877236811,0,0.0,0,0,0.0,1,15.438598268841696
54,79,232953.94184348072,Own,1,7124.815004406131,1,92958.79575125582,1,1,4435.910853562842,1,2.2544553505008484
55,42,14236.163486620686,Rent,1,977.3306019597462,0,0.0,0,0,0.0,1,14.710581593686355
56,71,41230.16121280806,Own,1,6877.2368980686215,1,4422.626684854395,1,1,0.0,1,7300.830574934704
57,54,37185.81904039318,Mortgage,1,2131.5630031653145,1,4524.5870086319155,0,0,0.0,1,0.0
58,32,11388.85289379158,Rent,1,405.0542290485942,1,1212.9872624815675,0,0,0.0,0,0.0
59,29,525.5206015037594,Rent,0,0.0,0,0.0,0,0,0.0,0,0.0
60,81,121919.78254068829,Own,1,5876.371323668109,1,95061.87845676833,1,1,19338.846098775844,1,0.0
61,54,33803.48079934706,Mortgage,1,1029.531313235178,1,4644.951031058659,1,0,0.0,1,6.036396481111915
